cell_type,concentration,n_distinguishable,top_markers
5,0.03630633792844572,82,"[253, 270, 161, 551, 1052, 214, 744, 358, 145, 776]"
5,0.042398491465793026,82,"[253, 270, 551, 161, 1052, 214, 744, 358, 145, 776]"
5,0.04951289998230568,83,"[253, 270, 551, 161, 1052, 744, 214, 358, 145, 776]"
5,0.05782109645659659,83,"[253, 270, 161, 551, 1052, 214, 744, 358, 145, 776]"
5,0.06752339686501559,86,"[253, 270, 161, 551, 214, 1052, 744, 358, 145, 776]"
5,0.0788537299290565,88,"[253, 270, 551, 161, 1052, 214, 744, 358, 145, 776]"
5,0.09208527728773268,91,"[253, 270, 161, 551, 1052, 214, 744, 358, 145, 776]"
5,0.10753706008311428,93,"[253, 270, 551, 161, 1052, 214, 744, 358, 145, 776]"
5,0.12558163076585405,96,"[253, 270, 551, 161, 1052, 214, 744, 358, 145, 776]"
5,0.14665405557509434,106,"[253, 270, 161, 551, 1052, 744, 214, 358, 145, 776]"
5,0.17126240426614048,125,"[253, 270, 551, 161, 1052, 214, 744, 358, 145, 776]"
5,0.20000000000000004,145,"[253, 270, 551, 161, 1052, 214, 744, 358, 145, 776]"
6,0.0001,1,"[169, 1041, 179, 305, 662, 37, 319, 12, 469, 258]"
6,0.0001167798623737652,1,"[832, 472, 89, 56, 1040, 1049, 224, 33, 902, 258]"
6,0.0001363753625603554,1,"[469, 455, 927, 1056, 109, 547, 289, 12, 319, 258]"
6,0.00015925896070970654,1,"[556, 327, 988, 1065, 37, 469, 109, 12, 319, 258]"
6,0.00018598239513468407,1,"[816, 162, 109, 556, 59, 460, 12, 469, 319, 258]"
6,0.00021718998507771627,1,"[774, 279, 766, 512, 37, 109, 469, 12, 319, 258]"
6,0.0002536341656633582,1,"[853, 319, 216, 835, 901, 47, 1011, 531, 109, 258]"
6,0.00029619362959451735,1,"[1115, 80, 861, 247, 469, 12, 512, 319, 109, 258]"
6,0.00034589451300033727,1,"[107, 477, 279, 871, 469, 216, 12, 319, 109, 258]"
6,0.00040393513624019926,1,"[279, 774, 871, 164, 469, 216, 12, 109, 319, 258]"
6,0.0004717148961805861,1,"[925, 12, 164, 279, 216, 469, 319, 512, 109, 258]"
6,0.0005508680065562379,1,"[279, 469, 766, 216, 164, 871, 12, 109, 319, 258]"
6,0.0006433028999174784,1,"[924, 512, 279, 477, 469, 12, 216, 109, 319, 258]"
6,0.0007512482411700718,1,"[512, 107, 477, 279, 469, 216, 12, 319, 109, 258]"
6,0.0008773066621237416,1,"[512, 774, 279, 489, 216, 469, 12, 319, 109, 258]"
6,0.0010245175126239797,1,"[871, 164, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.0011964301412374049,1,"[107, 774, 512, 279, 12, 469, 216, 319, 109, 258]"
6,0.0013971894723352873,1,"[107, 766, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.001631635942893885,1,"[107, 512, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.0019054222085523648,4,"[489, 512, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.002225149432786609,8,"[512, 766, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.002598526445218819,9,"[489, 512, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.003034555606472433,16,"[766, 512, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.0035437498608938797,19,"[766, 512, 774, 279, 469, 216, 12, 319, 109, 258]"
6,0.004138386210422373,27,"[766, 512, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.0048328017210261245,35,"[766, 512, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.005643739198611264,43,"[766, 774, 512, 279, 216, 469, 12, 319, 109, 258]"
6,0.006590750868872473,47,"[766, 512, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.007696669794067008,52,"[766, 512, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.008988160392874619,56,"[107, 512, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.010496361336732254,58,"[766, 512, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.012257636323289026,59,"[107, 512, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.014314450828613578,59,"[766, 512, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.01671639597721523,60,"[766, 512, 774, 279, 469, 216, 12, 319, 109, 258]"
6,0.019521384216045566,61,"[512, 774, 766, 279, 216, 469, 12, 319, 109, 258]"
6,0.022797045620951938,61,"[766, 512, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.026622358501432165,61,"[766, 512, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.031089553618622864,61,"[766, 512, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.03630633792844572,61,"[766, 512, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.042398491465793026,61,"[512, 766, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.04951289998230568,61,"[766, 512, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.05782109645659659,61,"[766, 774, 512, 279, 216, 469, 12, 319, 109, 258]"
6,0.06752339686501559,61,"[766, 512, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.0788537299290565,61,"[766, 774, 512, 279, 216, 469, 12, 319, 109, 258]"
6,0.09208527728773268,61,"[766, 512, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.10753706008311428,65,"[107, 512, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.12558163076585405,75,"[766, 512, 774, 279, 469, 216, 12, 319, 109, 258]"
6,0.14665405557509434,98,"[766, 774, 512, 279, 216, 469, 12, 319, 109, 258]"
6,0.17126240426614048,135,"[766, 512, 774, 279, 216, 469, 12, 319, 109, 258]"
6,0.20000000000000004,198,"[766, 774, 512, 279, 216, 469, 12, 319, 109, 258]"
7,0.0001,0,"[95, 699, 92, 837, 1115, 405, 1094, 511, 937, 1129]"
7,0.0001167798623737652,0,"[149, 263, 1096, 1015, 511, 1071, 903, 574, 833, 1129]"
7,0.0001363753625603554,0,"[632, 500, 385, 1060, 280, 1130, 416, 964, 142, 1129]"
7,0.00015925896070970654,0,"[624, 657, 650, 228, 820, 960, 302, 937, 833, 1129]"
7,0.00018598239513468407,0,"[899, 1023, 302, 629, 689, 1138, 937, 833, 75, 1129]"
7,0.00021718998507771627,0,"[349, 326, 41, 214, 253, 182, 743, 44, 833, 1129]"
7,0.0002536341656633582,0,"[959, 506, 789, 311, 724, 168, 937, 833, 75, 1129]"
7,0.00029619362959451735,0,"[655, 1023, 689, 629, 1138, 302, 937, 75, 833, 1129]"
7,0.00034589451300033727,0,"[689, 876, 655, 1138, 302, 629, 937, 75, 833, 1129]"
7,0.00040393513624019926,0,"[1138, 819, 937, 629, 655, 876, 302, 75, 833, 1129]"
7,0.0004717148961805861,0,"[1023, 302, 804, 420, 629, 937, 655, 75, 833, 1129]"
7,0.0005508680065562379,0,"[1023, 876, 1138, 655, 937, 629, 302, 75, 833, 1129]"
7,0.0006433028999174784,0,"[148, 804, 629, 1138, 655, 302, 937, 75, 833, 1129]"
7,0.0007512482411700718,0,"[804, 1138, 876, 629, 655, 937, 302, 75, 833, 1129]"
7,0.0008773066621237416,0,"[629, 1023, 804, 655, 1138, 302, 937, 75, 833, 1129]"
7,0.0010245175126239797,0,"[1023, 876, 1138, 629, 655, 302, 937, 75, 833, 1129]"
7,0.0011964301412374049,0,"[1023, 876, 1138, 655, 629, 302, 937, 75, 833, 1129]"
7,0.0013971894723352873,0,"[876, 1023, 629, 1138, 655, 302, 937, 75, 833, 1129]"
7,0.001631635942893885,3,"[876, 1023, 655, 1138, 629, 302, 937, 75, 833, 1129]"
7,0.0019054222085523648,5,"[1023, 876, 1138, 629, 655, 937, 302, 75, 833, 1129]"
7,0.002225149432786609,7,"[1023, 876, 1138, 629, 655, 302, 937, 75, 833, 1129]"
7,0.002598526445218819,16,"[420, 876, 1138, 629, 655, 937, 302, 75, 833, 1129]"
7,0.003034555606472433,22,"[876, 1023, 655, 629, 1138, 302, 937, 75, 833, 1129]"
7,0.0035437498608938797,27,"[1023, 876, 1138, 629, 655, 302, 937, 75, 833, 1129]"
7,0.004138386210422373,41,"[1023, 876, 629, 1138, 655, 302, 937, 75, 833, 1129]"
7,0.0048328017210261245,50,"[1023, 876, 1138, 629, 655, 302, 937, 75, 833, 1129]"
7,0.005643739198611264,57,"[420, 876, 1138, 655, 629, 302, 937, 75, 833, 1129]"
7,0.006590750868872473,65,"[1023, 876, 1138, 655, 629, 302, 937, 75, 833, 1129]"
7,0.007696669794067008,75,"[1023, 876, 1138, 629, 655, 302, 937, 75, 833, 1129]"
7,0.008988160392874619,82,"[1023, 876, 1138, 629, 655, 302, 937, 75, 833, 1129]"
7,0.010496361336732254,86,"[1023, 1138, 876, 629, 655, 302, 937, 75, 833, 1129]"
7,0.012257636323289026,89,"[876, 1023, 1138, 655, 629, 302, 937, 75, 833, 1129]"
7,0.014314450828613578,92,"[1023, 876, 655, 1138, 629, 302, 937, 75, 833, 1129]"
7,0.01671639597721523,93,"[1023, 876, 655, 1138, 629, 302, 937, 75, 833, 1129]"
7,0.019521384216045566,94,"[1023, 876, 655, 1138, 629, 302, 937, 75, 833, 1129]"
7,0.022797045620951938,94,"[1023, 876, 1138, 629, 655, 302, 937, 75, 833, 1129]"
7,0.026622358501432165,95,"[1023, 876, 1138, 655, 629, 302, 937, 75, 833, 1129]"
7,0.031089553618622864,95,"[1023, 876, 1138, 629, 655, 302, 937, 75, 833, 1129]"
7,0.03630633792844572,95,"[1023, 876, 1138, 629, 655, 302, 937, 75, 833, 1129]"
7,0.042398491465793026,95,"[420, 876, 1138, 629, 655, 302, 937, 75, 833, 1129]"
7,0.04951289998230568,96,"[1023, 876, 1138, 655, 629, 302, 937, 75, 833, 1129]"
7,0.05782109645659659,96,"[1023, 876, 655, 1138, 629, 302, 937, 75, 833, 1129]"
7,0.06752339686501559,96,"[1023, 876, 629, 655, 1138, 302, 937, 75, 833, 1129]"
7,0.0788537299290565,97,"[1023, 876, 1138, 629, 655, 302, 937, 75, 833, 1129]"
7,0.09208527728773268,98,"[1023, 876, 1138, 629, 655, 302, 937, 75, 833, 1129]"
7,0.10753706008311428,102,"[1023, 876, 1138, 629, 655, 302, 937, 75, 833, 1129]"
7,0.12558163076585405,106,"[1023, 876, 1138, 655, 629, 302, 937, 75, 833, 1129]"
7,0.14665405557509434,118,"[876, 1023, 1138, 629, 655, 302, 937, 75, 833, 1129]"
7,0.17126240426614048,131,"[1023, 876, 1138, 629, 655, 302, 937, 75, 833, 1129]"
7,0.20000000000000004,145,"[1023, 876, 1138, 655, 629, 302, 937, 75, 833, 1129]"
8,0.0001,0,"[402, 581, 8, 556, 172, 892, 389, 341, 342, 337]"
8,0.0001167798623737652,0,"[490, 858, 444, 411, 985, 131, 123, 122, 126, 125]"
8,0.0001363753625603554,0,"[305, 27, 669, 85, 678, 800, 1118, 834, 1022, 221]"
8,0.00015925896070970654,0,"[824, 125, 729, 1122, 231, 638, 57, 531, 624, 123]"
8,0.00018598239513468407,0,"[603, 160, 123, 13, 411, 799, 131, 125, 122, 126]"
8,0.00021718998507771627,0,"[172, 893, 59, 1001, 892, 1000, 337, 389, 341, 283]"
8,0.0002536341656633582,0,"[1037, 1132, 547, 926, 1110, 894, 1056, 455, 1108, 225]"
8,0.00029619362959451735,0,"[496, 557, 132, 332, 126, 589, 122, 125, 131, 123]"
8,0.00034589451300033727,0,"[818, 535, 173, 524, 997, 898, 193, 829, 922, 899]"
8,0.00040393513624019926,0,"[94, 101, 364, 70, 531, 186, 765, 615, 835, 753]"
8,0.0004717148961805861,0,"[861, 30, 1034, 596, 404, 806, 685, 391, 1094, 582]"
8,0.0005508680065562379,0,"[455, 852, 801, 815, 316, 669, 1132, 27, 1056, 225]"
8,0.0006433028999174784,0,"[614, 444, 122, 131, 582, 125, 822, 123, 1040, 206]"
8,0.0007512482411700718,0,"[892, 299, 899, 893, 582, 188, 1040, 725, 822, 206]"
8,0.0008773066621237416,0,"[892, 342, 982, 299, 582, 725, 278, 206, 899, 188]"
8,0.0010245175126239797,0,"[462, 1040, 186, 642, 696, 614, 444, 188, 725, 582]"
8,0.0011964301412374049,0,"[1110, 1056, 455, 289, 926, 444, 582, 1040, 206, 614]"
8,0.0013971894723352873,0,"[557, 725, 335, 333, 683, 614, 1040, 206, 582, 444]"
8,0.001631635942893885,0,"[1049, 335, 822, 725, 444, 188, 1040, 206, 614, 582]"
8,0.0019054222085523648,0,"[591, 108, 333, 194, 725, 444, 614, 582, 1040, 206]"
8,0.002225149432786609,0,"[188, 822, 335, 1049, 444, 206, 725, 614, 1040, 582]"
8,0.002598526445218819,0,"[524, 335, 725, 1049, 683, 444, 614, 206, 582, 1040]"
8,0.003034555606472433,0,"[194, 612, 1049, 683, 725, 582, 614, 444, 206, 1040]"
8,0.0035437498608938797,0,"[822, 335, 1049, 683, 725, 614, 444, 206, 1040, 582]"
8,0.004138386210422373,0,"[194, 822, 335, 1049, 444, 614, 725, 206, 1040, 582]"
8,0.0048328017210261245,0,"[524, 194, 1049, 683, 614, 206, 725, 444, 1040, 582]"
8,0.005643739198611264,1,"[194, 335, 683, 1049, 725, 444, 614, 206, 582, 1040]"
8,0.006590750868872473,2,"[194, 683, 822, 335, 614, 725, 444, 206, 1040, 582]"
8,0.007696669794067008,8,"[524, 822, 335, 1049, 725, 444, 614, 206, 582, 1040]"
8,0.008988160392874619,22,"[822, 194, 335, 1049, 725, 614, 206, 444, 1040, 582]"
8,0.010496361336732254,32,"[822, 683, 1049, 335, 725, 444, 614, 206, 1040, 582]"
8,0.012257636323289026,42,"[194, 335, 683, 1049, 725, 444, 614, 206, 582, 1040]"
8,0.014314450828613578,55,"[822, 683, 1049, 335, 725, 614, 444, 206, 582, 1040]"
8,0.01671639597721523,63,"[822, 1049, 194, 335, 725, 444, 614, 206, 582, 1040]"
8,0.019521384216045566,70,"[591, 194, 335, 1049, 725, 614, 444, 206, 1040, 582]"
8,0.022797045620951938,74,"[194, 1049, 683, 335, 725, 444, 614, 582, 206, 1040]"
8,0.026622358501432165,75,"[194, 1049, 683, 335, 725, 614, 444, 206, 582, 1040]"
8,0.031089553618622864,77,"[194, 335, 683, 1049, 725, 444, 614, 206, 582, 1040]"
8,0.03630633792844572,79,"[822, 683, 335, 1049, 725, 614, 444, 206, 1040, 582]"
8,0.042398491465793026,79,"[822, 683, 335, 1049, 725, 444, 614, 206, 1040, 582]"
8,0.04951289998230568,79,"[683, 194, 335, 1049, 725, 444, 614, 206, 582, 1040]"
8,0.05782109645659659,79,"[822, 683, 335, 1049, 725, 444, 614, 582, 206, 1040]"
8,0.06752339686501559,79,"[683, 822, 335, 1049, 725, 614, 444, 206, 582, 1040]"
8,0.0788537299290565,81,"[194, 683, 335, 1049, 725, 614, 444, 206, 582, 1040]"
8,0.09208527728773268,84,"[683, 822, 335, 1049, 725, 444, 614, 206, 1040, 582]"
8,0.10753706008311428,89,"[822, 683, 335, 1049, 725, 614, 444, 206, 582, 1040]"
8,0.12558163076585405,101,"[194, 683, 335, 1049, 725, 614, 444, 582, 206, 1040]"
8,0.14665405557509434,128,"[683, 194, 1049, 335, 725, 614, 444, 206, 1040, 582]"
8,0.17126240426614048,157,"[822, 335, 683, 1049, 725, 614, 444, 206, 1040, 582]"
8,0.20000000000000004,199,"[683, 194, 1049, 335, 725, 444, 614, 206, 582, 1040]"
9,0.0001,0,"[349, 968, 857, 910, 737, 931, 535, 326, 86, 995]"
9,0.0001167798623737652,0,"[1088, 180, 116, 525, 122, 901, 123, 802, 574, 125]"
9,0.0001363753625603554,0,"[739, 989, 440, 1020, 507, 385, 14, 134, 984, 280]"
9,0.00015925896070970654,0,"[153, 415, 385, 280, 1095, 522, 100, 142, 134, 416]"
9,0.00018598239513468407,0,"[125, 123, 634, 468, 413, 868, 394, 78, 153, 1095]"
9,0.00021718998507771627,0,"[1071, 1096, 1063, 670, 1015, 18, 575, 425, 185, 149]"
9,0.0002536341656633582,0,"[1055, 979, 244, 231, 102, 850, 195, 501, 482, 575]"
9,0.00029619362959451735,0,"[938, 202, 269, 1050, 346, 223, 919, 520, 300, 473]"
9,0.00034589451300033727,0,"[57, 1081, 912, 979, 646, 247, 332, 645, 624, 575]"
9,0.00040393513624019926,0,"[657, 482, 870, 709, 20, 57, 1065, 473, 293, 575]"
9,0.0004717148961805861,0,"[614, 750, 472, 64, 1055, 56, 656, 229, 807, 473]"
9,0.0005508680065562379,0,"[394, 56, 153, 1015, 868, 468, 807, 1055, 575, 473]"
9,0.0006433028999174784,0,"[488, 807, 189, 257, 153, 169, 1055, 468, 473, 575]"
9,0.0007512482411700718,0,"[991, 413, 1055, 868, 394, 1095, 575, 468, 153, 473]"
9,0.0008773066621237416,0,"[1055, 488, 257, 1142, 189, 868, 153, 468, 575, 473]"
9,0.0010245175126239797,0,"[257, 1055, 198, 473, 868, 394, 1095, 468, 575, 153]"
9,0.0011964301412374049,0,"[1095, 257, 868, 1142, 394, 153, 1055, 468, 575, 473]"
9,0.0013971894723352873,0,"[257, 1095, 1142, 868, 1055, 394, 473, 153, 468, 575]"
9,0.001631635942893885,0,"[807, 1095, 868, 257, 394, 1055, 468, 153, 473, 575]"
9,0.0019054222085523648,0,"[807, 394, 1055, 257, 1142, 868, 153, 468, 575, 473]"
9,0.002225149432786609,0,"[1095, 868, 257, 1142, 1055, 394, 153, 468, 473, 575]"
9,0.002598526445218819,1,"[1142, 257, 807, 394, 868, 153, 1055, 468, 473, 575]"
9,0.003034555606472433,1,"[1142, 1095, 257, 1055, 868, 394, 468, 153, 575, 473]"
9,0.0035437498608938797,4,"[1142, 1095, 257, 868, 394, 1055, 153, 468, 575, 473]"
9,0.004138386210422373,9,"[1095, 257, 868, 394, 1142, 1055, 153, 468, 473, 575]"
9,0.0048328017210261245,11,"[807, 1142, 868, 257, 394, 1055, 153, 468, 575, 473]"
9,0.005643739198611264,21,"[807, 1142, 257, 868, 394, 1055, 153, 468, 473, 575]"
9,0.006590750868872473,30,"[1095, 1055, 394, 257, 1142, 868, 153, 468, 575, 473]"
9,0.007696669794067008,42,"[1142, 1095, 257, 394, 1055, 868, 468, 153, 575, 473]"
9,0.008988160392874619,48,"[1142, 1095, 868, 1055, 394, 257, 153, 468, 473, 575]"
9,0.010496361336732254,50,"[1142, 1095, 394, 868, 257, 1055, 153, 468, 473, 575]"
9,0.012257636323289026,63,"[1095, 1142, 868, 394, 257, 1055, 153, 468, 473, 575]"
9,0.014314450828613578,65,"[1095, 257, 868, 1142, 394, 1055, 153, 468, 575, 473]"
9,0.01671639597721523,69,"[1095, 1142, 257, 868, 394, 1055, 153, 468, 575, 473]"
9,0.019521384216045566,69,"[1142, 1095, 257, 868, 394, 1055, 153, 468, 473, 575]"
9,0.022797045620951938,69,"[1095, 1142, 394, 257, 868, 1055, 468, 153, 473, 575]"
9,0.026622358501432165,69,"[1095, 257, 868, 394, 1055, 1142, 153, 468, 575, 473]"
9,0.031089553618622864,69,"[807, 1095, 868, 257, 394, 1055, 153, 468, 575, 473]"
9,0.03630633792844572,69,"[1095, 868, 1142, 257, 394, 1055, 153, 468, 575, 473]"
9,0.042398491465793026,69,"[1095, 1142, 257, 394, 868, 1055, 153, 468, 575, 473]"
9,0.04951289998230568,69,"[807, 1142, 257, 868, 394, 1055, 153, 468, 575, 473]"
9,0.05782109645659659,69,"[1095, 1142, 257, 868, 1055, 394, 153, 468, 473, 575]"
9,0.06752339686501559,69,"[1095, 1142, 868, 257, 1055, 394, 153, 468, 575, 473]"
9,0.0788537299290565,72,"[1095, 1142, 394, 868, 257, 1055, 153, 468, 575, 473]"
9,0.09208527728773268,75,"[1095, 1142, 868, 257, 394, 1055, 153, 468, 575, 473]"
9,0.10753706008311428,78,"[1095, 1142, 257, 394, 868, 1055, 153, 468, 575, 473]"
9,0.12558163076585405,89,"[1095, 1142, 394, 868, 257, 1055, 468, 153, 575, 473]"
9,0.14665405557509434,107,"[1095, 1142, 394, 257, 868, 1055, 153, 468, 575, 473]"
9,0.17126240426614048,141,"[1095, 1142, 257, 868, 1055, 394, 153, 468, 575, 473]"
9,0.20000000000000004,200,"[1095, 1142, 868, 394, 257, 1055, 153, 468, 575, 473]"
10,0.0001,0,"[694, 256, 411, 799, 131, 129, 126, 122, 123, 125]"
10,0.0001167798623737652,0,"[1115, 560, 861, 724, 530, 1094, 1086, 247, 80, 506]"
10,0.0001363753625603554,0,"[259, 555, 459, 71, 661, 169, 41, 179, 662, 305]"
10,0.00015925896070970654,0,"[102, 139, 175, 1082, 201, 980, 352, 653, 176, 403]"
10,0.00018598239513468407,0,"[443, 646, 979, 730, 912, 482, 1136, 729, 624, 332]"
10,0.00021718998507771627,0,"[214, 609, 551, 968, 317, 1024, 358, 145, 161, 744]"
10,0.0002536341656633582,0,"[46, 434, 59, 390, 408, 985, 123, 122, 126, 125]"
10,0.00029619362959451735,0,"[596, 365, 727, 327, 1094, 724, 861, 247, 452, 1107]"
10,0.00034589451300033727,0,"[1055, 447, 555, 661, 662, 807, 473, 189, 179, 169]"
10,0.00040393513624019926,0,"[819, 791, 339, 1028, 885, 754, 635, 187, 1111, 681]"
10,0.0004717148961805861,0,"[876, 999, 819, 986, 960, 302, 559, 804, 778, 490]"
10,0.0005508680065562379,0,"[546, 44, 516, 383, 253, 151, 811, 71, 41, 221]"
10,0.0006433028999174784,0,"[898, 892, 389, 342, 408, 341, 922, 59, 337, 556]"
10,0.0007512482411700718,0,"[728, 792, 1030, 280, 507, 984, 1020, 522, 134, 221]"
10,0.0008773066621237416,0,"[316, 1097, 180, 1132, 531, 1056, 1110, 455, 1030, 221]"
10,0.0010245175126239797,0,"[97, 842, 1076, 31, 537, 526, 765, 1030, 221, 203]"
10,0.0011964301412374049,0,"[241, 490, 778, 353, 1029, 1007, 1030, 860, 673, 221]"
10,0.0013971894723352873,0,"[1094, 699, 247, 537, 765, 526, 1076, 1030, 203, 221]"
10,0.001631635942893885,0,"[221, 31, 97, 203, 537, 765, 842, 531, 1076, 1030]"
10,0.0019054222085523648,0,"[815, 27, 364, 926, 526, 225, 94, 203, 1030, 221]"
10,0.002225149432786609,0,"[526, 101, 1076, 765, 221, 203, 537, 531, 842, 1030]"
10,0.002598526445218819,0,"[765, 31, 526, 842, 97, 221, 537, 1076, 203, 1030]"
10,0.003034555606472433,0,"[97, 101, 221, 526, 1076, 537, 842, 203, 765, 1030]"
10,0.0035437498608938797,0,"[97, 31, 526, 765, 537, 1076, 203, 842, 221, 1030]"
10,0.004138386210422373,0,"[526, 101, 531, 537, 1076, 842, 765, 203, 221, 1030]"
10,0.0048328017210261245,0,"[526, 765, 835, 1076, 531, 537, 203, 842, 221, 1030]"
10,0.005643739198611264,0,"[31, 101, 526, 537, 765, 1076, 842, 203, 1030, 221]"
10,0.006590750868872473,0,"[101, 531, 765, 526, 537, 842, 1076, 203, 1030, 221]"
10,0.007696669794067008,1,"[31, 97, 526, 765, 537, 842, 203, 1076, 221, 1030]"
10,0.008988160392874619,4,"[526, 97, 765, 531, 537, 842, 203, 1076, 221, 1030]"
10,0.010496361336732254,13,"[97, 101, 765, 526, 842, 537, 1076, 203, 221, 1030]"
10,0.012257636323289026,25,"[101, 31, 526, 537, 842, 765, 1076, 221, 203, 1030]"
10,0.014314450828613578,40,"[101, 531, 526, 765, 537, 1076, 842, 203, 221, 1030]"
10,0.01671639597721523,51,"[97, 526, 531, 765, 537, 842, 1076, 203, 221, 1030]"
10,0.019521384216045566,53,"[526, 101, 531, 765, 1076, 537, 842, 203, 221, 1030]"
10,0.022797045620951938,56,"[97, 531, 526, 765, 537, 842, 1076, 203, 221, 1030]"
10,0.026622358501432165,56,"[97, 101, 526, 765, 537, 1076, 842, 203, 221, 1030]"
10,0.031089553618622864,56,"[531, 97, 526, 765, 537, 842, 1076, 203, 221, 1030]"
10,0.03630633792844572,57,"[101, 526, 97, 765, 537, 842, 1076, 203, 221, 1030]"
10,0.042398491465793026,57,"[531, 526, 101, 765, 537, 1076, 842, 203, 1030, 221]"
10,0.04951289998230568,57,"[526, 101, 531, 765, 537, 1076, 842, 203, 221, 1030]"
10,0.05782109645659659,58,"[97, 531, 526, 765, 537, 1076, 842, 203, 221, 1030]"
10,0.06752339686501559,58,"[101, 531, 526, 765, 537, 842, 1076, 203, 221, 1030]"
10,0.0788537299290565,59,"[97, 531, 526, 765, 537, 842, 1076, 203, 221, 1030]"
10,0.09208527728773268,60,"[97, 531, 526, 765, 537, 1076, 842, 203, 221, 1030]"
10,0.10753706008311428,62,"[97, 531, 526, 765, 537, 1076, 842, 203, 221, 1030]"
10,0.12558163076585405,70,"[101, 97, 526, 765, 537, 842, 1076, 203, 221, 1030]"
10,0.14665405557509434,88,"[526, 97, 531, 765, 537, 842, 1076, 203, 221, 1030]"
10,0.17126240426614048,113,"[101, 97, 526, 765, 537, 1076, 842, 203, 221, 1030]"
10,0.20000000000000004,158,"[101, 526, 531, 765, 537, 842, 203, 1076, 1030, 221]"
11,0.0001,1,"[180, 1011, 615, 753, 47, 531, 800, 835, 853, 785]"
11,0.0001167798623737652,1,"[1072, 534, 672, 505, 407, 913, 308, 93, 664, 785]"
11,0.0001363753625603554,1,"[122, 1063, 125, 131, 533, 425, 149, 126, 129, 785]"
11,0.00015925896070970654,1,"[151, 1052, 551, 811, 995, 598, 41, 1045, 74, 785]"
11,0.00018598239513468407,1,"[647, 585, 917, 779, 664, 125, 1077, 265, 738, 785]"
11,0.00021718998507771627,1,"[74, 670, 425, 719, 265, 149, 738, 598, 664, 785]"
11,0.0002536341656633582,1,"[93, 74, 664, 328, 424, 738, 1104, 264, 265, 785]"
11,0.00029619362959451735,1,"[265, 913, 746, 264, 784, 255, 795, 74, 664, 785]"
11,0.00034589451300033727,1,"[1104, 424, 598, 265, 74, 748, 738, 264, 664, 785]"
11,0.00040393513624019926,1,"[424, 93, 265, 74, 738, 748, 50, 664, 264, 785]"
11,0.0004717148961805861,1,"[93, 660, 74, 265, 738, 913, 264, 598, 664, 785]"
11,0.0005508680065562379,1,"[913, 93, 74, 424, 265, 738, 264, 748, 664, 785]"
11,0.0006433028999174784,1,"[93, 598, 424, 748, 264, 738, 265, 664, 74, 785]"
11,0.0007512482411700718,1,"[93, 1104, 660, 748, 424, 913, 265, 264, 664, 785]"
11,0.0008773066621237416,1,"[598, 913, 748, 74, 265, 264, 424, 738, 664, 785]"
11,0.0010245175126239797,1,"[424, 598, 913, 1104, 264, 74, 265, 738, 664, 785]"
11,0.0011964301412374049,1,"[245, 424, 913, 738, 264, 265, 598, 74, 664, 785]"
11,0.0013971894723352873,1,"[748, 424, 74, 598, 913, 265, 738, 264, 664, 785]"
11,0.001631635942893885,6,"[748, 913, 424, 598, 738, 265, 264, 74, 664, 785]"
11,0.0019054222085523648,12,"[1104, 748, 424, 738, 265, 598, 264, 74, 664, 785]"
11,0.002225149432786609,19,"[748, 1104, 913, 74, 598, 738, 265, 264, 664, 785]"
11,0.002598526445218819,24,"[748, 424, 913, 264, 598, 738, 74, 265, 664, 785]"
11,0.003034555606472433,40,"[748, 913, 424, 738, 598, 265, 264, 74, 664, 785]"
11,0.0035437498608938797,56,"[660, 424, 913, 738, 598, 74, 265, 264, 664, 785]"
11,0.004138386210422373,68,"[748, 424, 913, 738, 598, 265, 74, 264, 664, 785]"
11,0.0048328017210261245,75,"[913, 424, 748, 738, 598, 74, 265, 264, 664, 785]"
11,0.005643739198611264,81,"[913, 424, 748, 598, 265, 74, 738, 264, 664, 785]"
11,0.006590750868872473,85,"[748, 913, 1104, 265, 598, 738, 74, 264, 664, 785]"
11,0.007696669794067008,89,"[424, 1104, 748, 74, 738, 598, 265, 264, 664, 785]"
